,Hash_Trans_ID,PRO,SKU_ID,Transaction_Date_ID,Transaction_Hour_ID,Online_Order_Type_Desc,POS_Sales,POS_UnitsSold,Department_ID,Class_ID,SubClass_ID,Dept_11,Dept_13,Dept_16,Dept_17,Dept_21,Dept_22,Dept_23,Dept_24,Dept_25,Dept_26,Dept_27,Dept_28,Dept_29,Dept_30,Dept_59,Dept_78
0,0000bb03239052a594e2f415b0d2643b8d498ae0,0,1.0,1,153217,1,106.92,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,106.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0006d7dd4c3fd47287aca3bbeb1976cb4edc4a7d,0,2.0,1,83123,1,147.35999999999999,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,147.35999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,000a349e57a4738201384f59b71b7c8f26bf49c8,0,2.0,1,113234,1,49.62,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,000b417d7fba7ad4f7aee739c8b17b6c6ec62d57,0,4.0,1,165053,1,915.24,7.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.24,0.0,0.0,0.0,0.0,0.0
16,0010276875c31390a2cf997409079a5fac684093,0,4.0,1,150047,1,1475.28,7.0,2,4,4,0.0,0.0,0.0,0.0,0.0,41.94,0.0,0.0,0.0,0.0,1433.34,0.0,0.0,0.0,0.0,0.0
19,001318172e53cacddf45067c8d9454b44450a28b,0,11.0,1,165955,1,1049.28,12.0,5,9,9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,268.68,62.94,0.0,82.56,633.0,0.0,0.0,0.0,0.0
21,00147c1fd9eaa1b90712bfadce488a1427efd040,0,5.0,1,83558,1,279.66,5.0,2,3,4,0.0,0.0,0.0,0.0,0.0,102.96000000000001,0.0,0.0,176.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,00150dee5c5a6755487d801c8d58ba11b4a28cc4,0,1.0,1,94028,1,77.82,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,00168ddf7a50df9794b19fc6d0ab28e8f3893a9d,0,8.0,1,115844,1,821.22,7.2,2,5,8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.1599999999999,0.0,0.0,0.0,0.0
30,001a318024bd1e8bd9551e96bf7cb8c6bfe7f8b7,0,8.0,1,95821,1,2504.22,22.0,3,6,8,31.5,0.0,0.0,0.0,0.0,0.0,0.0,2307.48,0.0,0.0,165.23999999999998,0.0,0.0,0.0,0.0,0.0
31,001b3b104daa87d96039c71307e1bdb202e44873,0,4.0,1,133600,1,183.18,4.0,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.36,89.82,0.0,0.0,0.0,0.0
35,001f3b403aad6070b35de85b855a9198be88a169,0,2.0,1,125420,1,384.53999999999996,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.32,71.22,0.0,0.0,0.0,0.0
40,0022215baa2e3cd809de82befb8c8b168b5fa71f,0,1.0,1,142711,1,299.94,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,00237da6bddcd0f30caa7d46339a5bf93d6c8b2d,0,1.0,1,205552,1,714.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0
42,0023ba88cb6f9aa8e0fd2fc90e1e811b0d39c019,0,3.0,1,161626,1,197.82000000000002,10.0,1,2,2,0.0,0.0,0.0,0.0,197.82000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0025abc7edd88df41b4db562fb4f8770b0d34d74,0,1.0,1,201444,1,179.94,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.94,0.0,0.0,0.0,0.0,0.0
46,002775eee9a022fd328b9cc5c15f7afd61e51d08,0,1.0,1,102843,1,3414.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.0,0.0,0.0,0.0
49,002a4983928cb5ff827fd0615967051ae86829bc,0,3.0,1,165201,1,268.14,3.0,2,3,3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,263.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,002aae596929fc27d40456c213fb681646f1dd2c,0,4.0,1,171448,1,308.64,4.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,002bbbd59c5c19a0fee01db6faa7352ca8e9c240,0,15.0,1,171009,1,3637.5,33.0,1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3637.5,0.0,0.0,0.0,0.0,0.0
52,002c7c9e6bd15125e81f186397bba016fe4eafe6,0,26.0,1,144625,1,3911.220000000001,34.0,5,8,15,0.0,0.0,0.0,0.0,0.0,56.94,0.0,0.0,2481.480000000001,89.58,0.0,773.52,0.0,0.0,509.7,0.0
53,002cb5ea5ec4599c620632154947344903a58f31,0,4.0,1,92814,1,598.98,4.0,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.24,0.0,0.0,7.74,0.0,0.0,0.0,0.0
55,002f44cf996e5a0551e3f9faab01fba5c6329579,0,4.0,1,193046,1,2332.02,4.0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.34,2251.6800000000003,0.0,0.0,0.0
60,003260668441b7b324a4bbc5ca546f01663c636e,0,1.0,1,164157,1,131.64,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,131.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0032ecd94b5dff9bf8ff693b8017e68fdfdc12f7,0,2.0,1,102436,1,43.56,3.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.0,0.0,0.0,27.6,0.0,0.0
64,00346bb28705a3b7274ab34ad355d126be35665a,0,1.0,1,105157,1,273.9,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,273.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0035f3b229b2759b96a16d97fe8450908e16109d,0,2.0,1,142701,1,833.94,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,833.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,00366382888e72b87c95af24817f94184829112e,0,13.0,1,100106,1,4276.14,32.0,4,7,8,0.0,0.0,0.0,0.0,0.0,0.0,2221.92,0.0,835.68,582.0,0.0,0.0,0.0,0.0,636.5400000000001,0.0
67,00372894aaa057a95e0b504de3b86561f85d0e26,0,2.0,1,111141,1,599.88,8.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,599.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,00378594f12ad4b524d6b433b5fd82c1fe0fd51d,0,10.0,1,114714,1,2115.2400000000002,19.0,2,3,4,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,2088.84,0.0,0.0,0.0,0.0,0.0
69,0037b5ddfcc05ea44962a6a9cf5cdeb227fecdde,0,1.0,1,85401,1,45.48,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.48,0.0,0.0,0.0,0.0,0.0,0.0
70,003821227633cf630662d97680f73611c7e7e5b9,0,10.0,1,100246,1,1999.0200000000002,19.0,3,5,8,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1450.74,511.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0038f1b93141ac86ee01243ea6306c1a41fb29d3,0,9.0,1,143312,1,725.46,13.0,2,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.2,361.26,0.0,0.0,0.0,0.0
72,0039f46293a12043b93c7bae415fd72ffd66904a,0,1.0,1,104706,1,95.76,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76,0.0,0.0,0.0,0.0
74,003a6f5c3636ee8d46bc54b357420cdc42874e9a,0,2.0,1,100913,1,-224.64,-2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-224.64,0.0
78,003d2c571d388e9f20891ac662822a134ebbb335,0,3.0,1,72437,1,449.4,16.0,1,3,3,0.0,0.0,0.0,0.0,449.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,003daa6b3e32c34a62a14f4d48932bd8efab7677,0,1.0,1,115613,1,-5388.0,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5388.0,0.0,0.0,0.0,0.0
82,003ea7231938acb72735fcded0a22b86b0534add,0,3.0,1,133836,1,3875.88,3.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3875.88,0.0,0.0,0.0
87,004127a81149efbad04ae7de0bc5aa101ea326c8,0,1.0,1,134306,1,-251.16,-46.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.16,0.0,0.0
88,004138ea3b2b9ca544f4ae566075c8fce4eea192,0,5.0,1,112004,1,407.94,11.0,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,309.6,0.0,0.0,0.0,98.34,0.0,0.0,0.0,0.0,0.0
92,00478d182ba9501e48eac549cfe183a09a16c48e,0,1.0,1,154435,1,150.0,1.0,1,1,1,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,004832ec2ec5f84cbc67c530ce39ffed8a6e1a50,0,2.0,1,90625,1,436.14,3.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,436.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,004877fda5f19f614f8d33e184b7cdc8b7ca2936,0,2.0,1,84926,1,135.95999999999998,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.95999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,004bd3005816c90080e31c19494fa66e6e64dea7,0,1.0,1,201511,1,974.4,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.4,0.0
100,004eee5b7860df3e8f608fd45e6da02eac4577b8,0,2.0,1,203231,1,107.4,3.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0,0.0,72.0,0.0
105,0050fee1efda6aa0988c22fdc598ad0302b9a2e3,0,1.0,1,191820,1,371.52,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,371.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0051fce8ffa5c652a5cf188616f489225de12852,0,4.0,1,140936,1,1973.6399999999999,4.0,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.76,0.0,89.88,0.0
109,0052ece0588ddc04513a168c3b641768951ee04f,0,4.0,1,94805,1,1370.1599999999999,12.0,2,3,3,0.0,0.0,0.0,0.0,140.51999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.6399999999999,0.0,0.0
110,005309b7d3ccd4d31580ca5b4d02a9eb4d3a59ed,0,3.0,1,140552,1,138.54000000000002,3.0,2,3,3,0.0,0.0,0.0,0.0,0.0,94.98,0.0,43.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0054504ebda29d83b56f8f2a0a9081ad056ff8ad,0,4.0,1,103736,1,2479.44,76.0,2,2,3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.44,0.0,0.0,0.0,0.0
116,00551801937f98da7e9d9d1ae27b14928bb6b6f2,0,2.0,1,110959,1,481.32,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.32,0.0,0.0,0.0
118,005671474e52004695c51aa3e704e919fe5b03d4,0,3.0,1,123826,1,476.15999999999997,6.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.82,0.0,0.0,0.0,0.0,0.0,143.22,189.12,0.0
119,00569dc0d6f0da645150e6a39a9cf03975705df9,0,1.0,1,124712,1,209.94,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,005ace1291885115db42a2a542f0aa1eb2d19ba6,0,2.0,1,210945,1,49.86,7.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,005b0dfe95e435c6f84bc842363b2b8d602b027e,0,2.0,1,160917,1,164.82,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.94,0.0,83.88,0.0,0.0,0.0,0.0
124,005b8ffecdad9cd91b80384177c4bd1f9e31e6b3,0,1.0,1,111319,1,-95.76,-6.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.76,0.0,0.0
126,005f32dcaa23ad0477c64beb206a9cffcef3b20d,0,1.0,1,135932,1,2274.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.0,0.0,0.0,0.0,0.0
128,005fab5b0ccbde5a7e2cbb587a82d8a7aa95fb5e,0,3.0,1,124636,1,170.64,5.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.94,0.0,116.69999999999999,0.0,0.0,0.0,0.0,0.0
129,006044dae8eee7e5d0f1560138f7b7e1e25e4e9e,0,2.0,1,150653,1,260.76,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.76,0.0,0.0,0.0,0.0
130,00624632bee7e07df564b075cf6b4fb9de91879e,0,1.0,1,190503,1,509.88,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.88,0.0,0.0,0.0
131,0062572427f4ede63ffb521eca85886fabb81606,0,1.0,1,160056,1,449.58,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,449.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0063d1125fc767969c253f625d264e6d347cc5f9,0,7.0,1,85839,1,563.88,11.0,2,4,6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,562.0799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,00679b094268c58af4602a90235ffc0ddae6268a,0,6.0,1,173834,1,782.94,18.0,3,6,6,0.0,0.0,0.0,0.0,353.64,177.54000000000002,0.0,0.0,0.0,0.0,0.0,251.76,0.0,0.0,0.0,0.0
141,006f75882babfe0ed034ecb99478a3587b5044f3,0,4.0,1,105135,1,407.46,4.0,4,4,4,0.0,0.0,0.0,150.0,0.0,41.82,0.0,0.0,0.0,65.7,149.94,0.0,0.0,0.0,0.0,0.0
143,0070472fbe44031c4b69739d332f4cf5c1cd2061,0,2.0,1,154914,1,71.94,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,71.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,007154bb434f0225883e84d64485076c081cccd5,0,8.0,1,75547,1,1165.8,14.0,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.26,186.54,0.0,0.0,0.0,0.0,0.0,0.0
147,007185a9927728f03b3e1f14770ada65351344d3,0,3.0,1,191727,1,143.52,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.52,0.0,0.0,0.0,0.0
148,00728548be2b5c1873851c6cddc30c7c28786154,0,1.0,1,160934,1,-145.2,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.2,0.0,0.0
155,00766a378458d8e442e2fe2710abd44f9776acef,0,1.0,1,124427,1,-95.52,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,007874098413cd80ab3ffe77645fb5d04d250811,0,1.0,1,200603,1,-95.76,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,007a9a26a3b83c831f1fde2fe9b26e3af87b8880,0,1.0,1,142917,1,98.82,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,007ace2f4d3826e376dc537c30ac0ab5ecbff7eb,0,1.0,1,193300,1,-774.0,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,-774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,007c6f5df1b687cb1d9d4c00031360a9c1da5eae,0,2.0,1,140631,1,617.04,7.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0,0.0,23.04,0.0,0.0
165,007dfee8b242cdc5d6cd8cd8327e65a51f6ee543,0,1.0,1,175050,1,89.82,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,007ee4704542bcacc05310293bf1746b4a643439,0,6.0,1,142635,1,406.26,6.0,2,4,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,400.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0080b4745e9bc24db80af1e95c290ed2afe2e922,0,1.0,1,92452,1,-27069.24,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27069.24,0.0,0.0,0.0
173,008113001adaaced18a3441b3394e190c33cf605,0,1.0,1,190957,1,215.64,6.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.64,0.0,0.0,0.0,0.0
174,008580e6563c9e0c863e5e291fb34318ce03070b,0,4.0,1,151626,1,244.68,4.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.86,179.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0088e2576e44e96c9c19acd1f10b4fe946d6ae06,0,12.0,1,94612,1,954.12,67.0,5,7,9,0.0,0.0,0.0,0.0,0.0,107.88,0.0,0.0,100.98,309.3,21.24,0.0,0.0,414.72,0.0,0.0
178,008bb906a40833bcaf84f01430aa74df71beb1e6,0,2.0,1,114022,1,437.52,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.52,0.0,0.0,0.0,0.0,0.0
180,008d6796ce023796e54c39ba9bedb35aa8301dd7,0,4.0,1,153058,1,175.38,8.0,2,2,2,0.0,0.0,0.0,0.0,0.0,87.66,0.0,87.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,008e04af1a833710878a6ace5d6579e417f048ed,0,16.0,1,72111,1,31955.999999999996,117.0,2,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.68,0.0,0.0,0.0,31564.319999999996,0.0,0.0,0.0
182,008e07fdc607e852acf64e9b79f8ffc70e9a4087,0,3.0,1,83903,1,1614.12,7.0,2,3,3,0.0,0.0,0.0,0.0,336.72,1277.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0090f5b03ac88524e4b2ff51031c6fdb3b06d76e,0,2.0,1,155936,1,594.1800000000001,3.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.24,0.0,26.94,0.0,0.0,0.0,0.0,0.0
194,0094c6ed537a6d0abba98a83cc89dfad2202db24,0,1.0,1,164910,1,-509.82,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-509.82,0.0,0.0
198,0096df0f7de31a67f14d3777a0b8102ed6961cd6,0,1.0,1,155313,1,1356.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0097ff837bd016da1b5c1af0e56fe51101ff8e0c,0,2.0,1,91541,1,268.74,3.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.74,0.0,0.0,0.0,0.0,0.0
201,009815fb8ee194f6a3fc3ee608641bcf9ff2fae6,0,1.0,1,143436,1,4037.58,10.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4037.58,0.0,0.0,0.0
203,00995274cea1e21889ac7f1942b3d8dd16a3ec8f,0,1.0,1,143716,1,-298.56,-1.0,1,1,1,0.0,0.0,0.0,0.0,-298.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,009a37a0a4e3e4dc70cf34459ac1494dacceae80,0,5.0,1,92232,1,362.09999999999997,6.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.09999999999997,0.0,0.0,0.0,0.0
208,009c1e6408b5415cf46b71a12ec25a60da87f7b4,0,2.0,1,182519,1,87409.2,398.0,1,2,2,0.0,0.0,0.0,0.0,0.0,87409.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,009f744bfa3abb9993e8a2d5e11ad189c04c41eb,0,6.0,1,84138,1,-584.34,-11.0,4,5,5,-0.6,0.0,0.0,0.0,0.0,-101.16,0.0,-338.64,-143.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,009f8b7e6893df0030dc26af89eaa37b139fb69a,0,7.0,1,151611,1,328.98,15.0,3,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94,242.16,0.0,0.0,0.0,26.88,0.0,0.0
217,00a1cbd18f5e6b9edb0cec029bcae511866ca9a6,0,2.0,1,102649,1,488.04,26.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.5,39.54,0.0,0.0,0.0,0.0,0.0,0.0
218,00a424757fc748f340d4857bbf0322020047398c,0,5.0,1,143540,1,657.12,9.0,2,5,5,0.0,0.0,0.0,0.0,321.48,0.0,0.0,0.0,0.0,0.0,0.0,335.64,0.0,0.0,0.0,0.0
221,00aa99935062b3f5d16e5ddb3d476abdf8c7a9e5,0,1.0,1,104202,1,50.34,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,00ab57c881156b9f74c8e02ba3d5f1fd8ab998da,0,1.0,1,82445,1,107.94,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,00ab63f809b44b3ba50063d35f1ce482100ed6db,0,1.0,1,141312,1,373.2,20.0,1,1,1,0.0,0.0,0.0,0.0,373.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
